Id,SalePrice
1461,103637.35474100104
1462,143133.73948248755
1463,172656.30369197048
1464,186227.86856781738
1465,207161.45963279885
1466,166054.84606697247
1467,179501.91438229755
1468,155339.8311847538
1469,202439.12684989127
1470,118160.54704064445
1471,156215.3817498251
1472,99165.4057167939
1473,88219.672334212
1474,141277.9962536518
1475,98894.76429702697
1476,365281.87364682567
1477,256108.42841029575
1478,314353.62592918315
1479,318809.4005143051
1480,453736.4294776571
1481,313294.00024769874
1482,219903.9398085238
1483,168621.4647003073
1484,165220.16045208467
1485,196696.86059985566
1486,188132.06891674188
1487,336623.73924555606
1488,233340.11436342075
1489,197022.9287979806
1490,248118.85580948205
1491,199293.3136072051
1492,88261.92474923411
1493,210882.14583685296
1494,311443.1165310583
1495,284471.15542971255
1496,243143.6117547223
1497,168709.01155735122
1498,172434.31835504976
1499,163728.6564238642
1500,153382.20907462644
1501,193000.3617054915
1502,143112.07634853065
1503,293056.44061232137
1504,240659.1909595647
1505,222152.6260560489
1506,192798.82328326523
1507,241242.34618380578
1508,195239.92723086
1509,157216.87157530646
1510,145229.9032638371
1511,150710.30792538234
1512,170969.43325893342
1513,164228.9484916253
1514,153644.3523443158
1515,195594.97233656427
1516,157750.43599815195
1517,168772.65199077828
1518,115840.14121614699
1519,210456.31633572705
1520,122483.92129550583
1521,119662.27655106958
1522,188545.10084064835
1523,102291.48144545587
1524,118312.90204167872
1525,110733.37149593385
1526,103787.31027564494
1527,100383.6923318663
1528,128652.6942489628
1529,152805.94765442074
1530,221334.70871359744
1531,134987.49749460386
1532,106048.12998594943
1533,151529.59134695196
1534,120445.59433021152
1535,137361.01058007206
1536,95931.70629976864
1537,31202.904628011165
1538,150873.58062047826
1539,209406.36987556104
1540,120172.66995887988
1541,132959.17830812105
1542,134172.145705493
1543,181608.82696984976
1544,89337.72190750856
1545,126567.12244787026
1546,144854.55588630016
1547,132872.45384719252
1548,151133.4645317723
1549,130397.03873561637
1550,146094.72180846293
1551,105442.86318919272
1552,156111.96849134192
1553,153261.74700991838
1554,116821.86867683078
1555,143617.35269545607
1556,73524.66280013975
1557,114309.98325935501
1558,100653.8839086399
1559,80423.25352167466
1560,128811.36647082167
1561,124640.82707140094
1562,128678.59800735163
1563,125062.48118860583
1564,150172.7830125093
1565,150726.65993700892
1566,238941.03395246028
1567,66424.02471956727
1568,230389.65334942256
1569,116629.13498607196
1570,136786.54629227147
1571,75227.45235546329
1572,131288.0289747762
1573,243114.93529153074
1574,129654.58494768292
1575,238253.9633537192
1576,237361.58579929848
1577,186135.57184852834
1578,152731.39703555848
1579,139536.4023056004
1580,197011.33853303816
1581,156407.2858163548
1582,140706.29463841947
1583,263413.9439857928
1584,219995.89844204846
1585,139166.69819428073
1586,65872.89324659039
1587,109366.06314937532
1588,156479.29790241277
1589,95886.59500689851
1590,121058.0758972498
1591,82775.19588191237
1592,129407.19144941313
1593,150828.19341734226
1594,162244.13619326538
1595,116819.12705157191
1596,222433.8495102144
1597,205023.60988870484
1598,218091.58814840723
1599,190350.22278010537
1600,175681.68864474876
1601,55437.442090026336
1602,127309.16059893242
1603,62983.79954501882
1604,273850.145534735
1605,231705.68769795675
1606,153670.3537104975
1607,165962.5919249879
1608,215068.045658984
1609,188406.0391389563
1610,150940.8291756208
1611,131877.1272118545
1612,179903.81603515684
1613,162241.88274630322
1614,142574.23922284553
1615,92028.9759131103
1616,64597.853061077534
1617,80137.42298271484
1618,126838.61529893271
1619,152813.36370977218
1620,169805.04595247313
1621,120497.85842380329
1622,149110.02117988665
1623,257144.54887954425
1624,193432.59733822366
1625,110996.1672794391
1626,168765.68749864824
1627,179319.32757259428
1628,276700.35590997065
1629,183792.82892319938
1630,331794.0121016903
1631,242370.94981054205
1632,238497.28788070288
1633,191053.92100838473
1634,184595.29865984136
1635,175022.8628621371
1636,146741.39895502763
1637,190673.37104508886
1638,175877.87010538083
1639,182765.7509129488
1640,238251.3774560627
1641,177031.58705444646
1642,264058.1066445159
1643,214665.3358922971
1644,237976.23163879465
1645,201242.9749673821
1646,163180.60858536564
1647,160178.05031956796
1648,133167.04108262056
1649,135659.2823140734
1650,115199.82830430754
1651,115560.24420418043
1652,100742.2336103628
1653,99960.04920448869
1654,142089.82803586568
1655,125638.32441536809
1656,139548.17757737776
1657,154372.6492295867
1658,149056.99195596873
1659,122621.10790022335
1660,148045.72472206847
1661,401309.08851600403
1662,379154.1813329683
1663,370539.20338659233
1664,442709.48641371017
1665,330649.3641889259
1666,320393.6986079737
1667,368661.5817725619
1668,363742.7991641206
1669,328200.2957688367
1670,355742.06071612117
1671,258385.67538131482
1672,389387.5054508428
1673,294130.31040700234
1674,246948.62118726288
1675,201228.7946000116
1676,204648.05761589354
1677,215333.66045657062
1678,446184.2187907771
1679,379472.9670304768
1680,332288.2910065891
1681,285043.72547062935
1682,321611.89251356956
1683,197349.3969009575
1684,172668.89256031608
1685,172065.52194841678
1686,166315.4347745888
1687,169891.37728480663
1688,179699.81920964044
1689,191773.84014009102
1690,196575.16010284936
1691,190296.70513190498
1692,261292.47361742094
1693,183138.12997169571
1694,182628.12068052078
1695,176847.83457345638
1696,255802.69568278553
1697,184770.37407385366
1698,332803.3013217322
1699,329111.8516125908
1700,271518.58778233663
1701,284964.35961579
1702,220641.10522682517
1703,222190.96654827584
1704,259592.3461130386
1705,257189.93002197746
1706,330457.8184472217
1707,226431.57037781953
1708,204108.90101059328
1709,245032.73106408835
1710,222541.18884256692
1711,278451.2333448249
1712,249290.39828211907
1713,275611.37353562156
1714,215296.62746645306
1715,211618.40122984472
1716,177695.50549487857
1717,185334.55155951757
1718,142753.32754108316
1719,223203.0536674942
1720,234554.805570953
1721,154533.42562336143
1722,115806.45361879328
1723,149963.2913286038
1724,212949.42840278824
1725,241850.57638818084
1726,186064.85238299245
1727,155484.76682096435
1728,168064.68159366824
1729,177409.34442999912
1730,169169.2548195292
1731,120428.63048870163
1732,126824.93647110934
1733,111066.98878070747
1734,127475.48891978036
1735,113422.06348891853
1736,94428.19801026443
1737,285750.721722541
1738,273008.1710531049
1739,253490.12886955915
1740,208290.79841973103
1741,183792.09828226088
1742,176117.36509114952
1743,173738.9854567098
1744,342239.94937018387
1745,221780.0747077639
1746,206872.25925289706
1747,208952.2253788886
1748,212516.66822017782
1749,133646.4599655022
1750,121760.88847882947
1751,234806.68369639618
1752,109722.85053188028
1753,155734.69440353586
1754,194629.34145668417
1755,161989.9247326437
1756,147817.6219162456
1757,118709.16099368484
1758,152162.82751628256
1759,163486.61499519495
1760,163878.0288520052
1761,142758.87203019444
1762,194450.22935572016
1763,184017.64456293563
1764,116550.68719650252
1765,172857.53346338298
1766,186597.04886662983
1767,213241.03570755647
1768,138600.1990140425
1769,168920.0667720136
1770,160801.2637963476
1771,121367.12794716848
1772,129840.57106148632
1773,113540.77708946017
1774,141260.14248042216
1775,148618.72728777106
1776,139349.96779194154
1777,111189.18290931638
1778,147740.28140655725
1779,140295.16537147126
1780,164553.48235404812
1781,126838.66733238637
1782,72723.0636184729
1783,140782.64586896938
1784,90917.64813860948
1785,140728.91738807916
1786,127276.71377056965
1787,162397.27552621718
1788,48099.08466079738
1789,103833.79936364113
1790,68128.87307157437
1791,199774.46408339194
1792,160792.92259681138
1793,130270.10092217568
1794,171597.24011404352
1795,127543.02537632309
1796,141849.29252719204
1797,115656.63359383802
1798,124800.88261957513
1799,103991.1590494017
1800,126307.57520813576
1801,116327.26019569318
1802,119226.4404428819
1803,155956.62169007497
1804,119093.66636988556
1805,134537.3165346505
1806,120929.14310609928
1807,154383.98340775474
1808,125420.21885649377
1809,130911.35193931626
1810,143286.00209278986
1811,87305.74070433376
1812,101718.85896876117
1813,137018.5980610508
1814,100923.21561146632
1815,40713.71351731906
1816,100986.18465749099
1817,102701.78151696426
1818,161891.04347914265
1819,133496.59605204233
1820,42428.420297182514
1821,108938.75899608142
1822,156998.82635805133
1823,40998.26032409712
1824,143826.65168153628
1825,145899.58688928175
1826,98470.0871126097
1827,104758.11249023618
1828,142787.44280195405
1829,153131.22136025695
1830,145857.4724859873
1831,149862.3590051526
1832,64103.8070339195
1833,158587.15803931805
1834,107106.68261029496
1835,116139.94708499528
